ds_date,city_name,orders_forecast_rooster,orders_real,worked_hours,rider_payments,utr_diario,cpo_diario,cph_diario
2026-02-19,Barquisimeto,401,333,190.04,6847.97,1.75,20.56,36.03
2026-02-19,Cabimas,0,,,6847.97,,,
2026-02-19,Caracas,4968,4257,2891.58,6847.97,1.47,1.61,2.37
2026-02-19,Guarenas,200,163,121.49,6847.97,1.34,42.01,56.37
2026-02-19,Maracaibo,92,78,56.33,6847.97,1.38,87.79,121.56
2026-02-19,Maracay,0,,,6847.97,,,
2026-02-19,Margarita,160,136,101.64,6847.97,1.34,50.35,67.38
2026-02-19,Puerto la cruz,294,233,164.95,6847.97,1.41,29.39,41.51
2026-02-19,San antonio,0,,,6847.97,,,
2026-02-19,San cristobal,0,,,6847.97,,,
2026-02-19,Test_merida,0,,,6847.97,,,
2026-02-19,Valencia,281,228,137.28,6847.97,1.66,30.03,49.88
2026-02-20,Barquisimeto,455,449,224.99,9108.38,2.0,20.29,40.48
2026-02-20,Cabimas,0,,,9108.38,,,
2026-02-20,Caracas,6042,5781,3322.72,9108.38,1.74,1.58,2.74
2026-02-20,Guarenas,244,224,148.54,9108.38,1.51,40.66,61.32
2026-02-20,Maracaibo,112,83,69.8,9108.38,1.19,109.74,130.49
2026-02-20,Maracay,0,,,9108.38,,,
2026-02-20,Margarita,174,168,122.31,9108.38,1.37,54.22,74.47
2026-02-20,Puerto la cruz,347,279,188.14,9108.38,1.48,32.65,48.41
2026-02-20,San antonio,0,,,9108.38,,,
2026-02-20,San cristobal,0,,,9108.38,,,
2026-02-20,Test_merida,0,,,9108.38,,,
2026-02-20,Valencia,361,302,188.24,9108.38,1.6,30.16,48.39
2026-02-21,Barquisimeto,436,472,216.85,9134.58,2.18,19.35,42.12
2026-02-21,Cabimas,0,,,9134.58,,,
2026-02-21,Caracas,5353,5470,3281.41,9134.58,1.67,1.67,2.78
2026-02-21,Guarenas,251,239,136.21,9134.58,1.75,38.22,67.06
2026-02-21,Maracaibo,93,80,57.41,9134.58,1.39,114.18,159.1
2026-02-21,Maracay,0,,,9134.58,,,
2026-02-21,Margarita,168,165,111.26,9134.58,1.48,55.36,82.1
2026-02-21,Puerto la cruz,345,262,183.84,9134.58,1.43,34.86,49.69
2026-02-21,San antonio,0,,,9134.58,,,
2026-02-21,San cristobal,0,,,9134.58,,,
2026-02-21,Test_merida,0,,,9134.58,,,
2026-02-21,Valencia,315,291,158.23,9134.58,1.84,31.39,57.73
2026-02-22,Barquisimeto,385,432,242.05,8494.34,1.78,19.66,35.09
2026-02-22,Cabimas,0,,,8494.34,,,
2026-02-22,Caracas,5180,5054,3031.84,8494.34,1.67,1.68,2.8
2026-02-22,Guarenas,236,221,160.51,8494.34,1.38,38.44,52.92
2026-02-22,Maracaibo,91,86,54.02,8494.34,1.59,98.77,157.26
2026-02-22,Maracay,0,,,8494.34,,,
2026-02-22,Margarita,168,148,104.39,8494.34,1.42,57.39,81.37
2026-02-22,Puerto la cruz,296,280,185.62,8494.34,1.51,30.34,45.76
2026-02-22,San antonio,0,,,8494.34,,,
2026-02-22,San cristobal,0,,,8494.34,,,
2026-02-22,Test_merida,0,,,8494.34,,,
2026-02-22,Valencia,293,264,158.7,8494.34,1.66,32.18,53.52
2026-02-23,Barquisimeto,368,355,246.02,6475.47,1.44,18.24,26.32
2026-02-23,Cabimas,0,,,6475.47,,,
2026-02-23,Caracas,3721,3933,2431.64,6475.47,1.62,1.65,2.66
2026-02-23,Guarenas,161,127,100.04,6475.47,1.27,50.99,64.73
2026-02-23,Maracaibo,87,79,55.47,6475.47,1.42,81.97,116.74
2026-02-23,Maracay,0,,,6475.47,,,
2026-02-23,Margarita,148,124,92.86,6475.47,1.34,52.22,69.74
2026-02-23,Puerto la cruz,228,269,151.41,6475.47,1.78,24.07,42.77
2026-02-23,San antonio,0,,,6475.47,,,
2026-02-23,San cristobal,0,,,6475.47,,,
2026-02-23,Test_merida,0,,,6475.47,,,
2026-02-23,Valencia,240,212,159.01,6475.47,1.33,30.54,40.72
2026-02-24,Barquisimeto,383,379,181.18,6845.71,2.09,18.06,37.78
2026-02-24,Cabimas,0,,,6845.71,,,
2026-02-24,Caracas,3937,3933,2405.69,6845.71,1.63,1.74,2.85
2026-02-24,Guarenas,171,167,112.52,6845.71,1.48,40.99,60.84
2026-02-24,Maracaibo,95,89,57.74,6845.71,1.54,76.92,118.57
2026-02-24,Maracay,0,,,6845.71,,,
2026-02-24,Margarita,149,142,96.94,6845.71,1.46,48.21,70.61
2026-02-24,Puerto la cruz,258,261,163.04,6845.71,1.6,26.23,41.99
2026-02-24,San antonio,0,,,6845.71,,,
2026-02-24,San cristobal,0,,,6845.71,,,
2026-02-24,Test_merida,0,,,6845.71,,,
2026-02-24,Valencia,256,261,157.07,6845.71,1.66,26.23,43.58
2026-02-25,Barquisimeto,381,355,187.91,7111.76,1.89,20.03,37.85
2026-02-25,Cabimas,0,,,7111.76,,,
2026-02-25,Caracas,4363,4275,2783.46,7111.76,1.54,1.66,2.56
2026-02-25,Guarenas,179,163,116.53,7111.76,1.4,43.63,61.03
2026-02-25,Maracaibo,90,94,60.6,7111.76,1.55,75.66,117.36
2026-02-25,Maracay,0,,,7111.76,,,
2026-02-25,Margarita,152,123,94.54,7111.76,1.3,57.82,75.23
2026-02-25,Puerto la cruz,264,280,163.04,7111.76,1.72,25.4,43.62
2026-02-25,San antonio,0,,,7111.76,,,
2026-02-25,San cristobal,0,,,7111.76,,,
2026-02-25,Test_merida,0,,,7111.76,,,
2026-02-25,Valencia,265,276,154.31,7111.76,1.79,25.77,46.09
2026-02-26,Barquisimeto,388,401,187.33,7869.28,2.14,19.62,42.01
2026-02-26,Cabimas,0,,,7869.28,,,
2026-02-26,Caracas,4694,4760,2956.23,7869.28,1.61,1.65,2.66
2026-02-26,Guarenas,207,198,125.17,7869.28,1.58,39.74,62.87
2026-02-26,Maracaibo,99,78,57.2,7869.28,1.36,100.89,137.57
2026-02-26,Maracay,0,,,7869.28,,,
2026-02-26,Margarita,154,140,102.0,7869.28,1.37,56.21,77.15
2026-02-26,Puerto la cruz,276,291,162.74,7869.28,1.79,27.04,48.35
2026-02-26,San antonio,0,,,7869.28,,,
2026-02-26,San cristobal,0,,,7869.28,,,
2026-02-26,Test_merida,0,,,7869.28,,,
2026-02-26,Valencia,277,294,158.47,7869.28,1.86,26.77,49.66
2026-02-27,Barquisimeto,478,461,237.78,10621.73,1.94,23.04,44.67
2026-02-27,Cabimas,0,,,10621.73,,,
2026-02-27,Caracas,6338,6822,3319.98,10621.73,2.05,1.56,3.2
2026-02-27,Guarenas,287,308,168.82,10621.73,1.82,34.49,62.92
2026-02-27,Maracaibo,112,127,81.73,10621.73,1.55,83.64,129.96
2026-02-27,Maracay,0,,,10621.73,,,
2026-02-27,Margarita,181,183,116.63,10621.73,1.57,58.04,91.07
2026-02-27,Puerto la cruz,365,347,211.19,10621.73,1.64,30.61,50.29
2026-02-27,San antonio,0,,,10621.73,,,
2026-02-27,San cristobal,0,,,10621.73,,,
2026-02-27,Test_merida,0,,,10621.73,,,
2026-02-27,Valencia,353,356,207.05,10621.73,1.72,29.84,51.3
2026-02-28,Barquisimeto,506,471,240.61,9940.89,1.96,21.11,41.32
2026-02-28,Cabimas,0,,,9940.89,,,
2026-02-28,Caracas,5574,6064,3301.96,9940.89,1.84,1.64,3.01
2026-02-28,Guarenas,286,308,157.98,9940.89,1.95,32.28,62.92
2026-02-28,Maracaibo,95,93,71.0,9940.89,1.31,106.89,140.01
2026-02-28,Maracay,0,,,9940.89,,,
2026-02-28,Margarita,177,161,109.67,9940.89,1.47,61.74,90.64
2026-02-28,Puerto la cruz,337,344,192.67,9940.89,1.79,28.9,51.6
2026-02-28,San antonio,0,,,9940.89,,,
2026-02-28,San cristobal,0,,,9940.89,,,
2026-02-28,Test_merida,0,,,9940.89,,,
2026-02-28,Valencia,338,334,185.37,9940.89,1.8,29.76,53.63
2026-03-01,Barquisimeto,403,396,256.46,8917.48,1.54,22.52,34.77
2026-03-01,Cabimas,0,,,8917.48,,,
2026-03-01,Caracas,5331,5388,2950.91,8917.48,1.83,1.66,3.02
2026-03-01,Guarenas,252,278,158.26,8917.48,1.76,32.08,56.35
2026-03-01,Maracaibo,94,88,73.61,8917.48,1.2,101.34,121.15
2026-03-01,Maracay,0,,,8917.48,,,
2026-03-01,Margarita,163,164,103.73,8917.48,1.58,54.37,85.97
2026-03-01,Puerto la cruz,306,306,177.13,8917.48,1.73,29.14,50.34
2026-03-01,San antonio,0,,,8917.48,,,
2026-03-01,San cristobal,0,,,8917.48,,,
2026-03-01,Test_merida,0,,,8917.48,,,
2026-03-01,Valencia,328,292,191.07,8917.48,1.53,30.54,46.67
2026-03-02,Barquisimeto,380,328,227.61,6925.12,1.44,21.11,30.43
2026-03-02,Cabimas,0,,,6925.12,,,
2026-03-02,Caracas,3774,4290,2416.93,6925.12,1.77,1.61,2.87
2026-03-02,Guarenas,176,177,111.84,6925.12,1.58,39.12,61.92
2026-03-02,Maracaibo,91,69,64.35,6925.12,1.07,100.36,107.62
2026-03-02,Maracay,0,,,6925.12,,,
2026-03-02,Margarita,145,127,94.31,6925.12,1.35,54.53,73.43
2026-03-02,Puerto la cruz,279,239,157.59,6925.12,1.52,28.98,43.94
2026-03-02,San antonio,0,,,6925.12,,,
2026-03-02,San cristobal,0,,,6925.12,,,
2026-03-02,Test_merida,0,,,6925.12,,,
2026-03-02,Valencia,260,253,152.62,6925.12,1.66,27.37,45.37
2026-03-03,Barquisimeto,381,390,209.62,7604.95,1.86,19.5,36.28
2026-03-03,Cabimas,0,,,7604.95,,,
2026-03-03,Caracas,3967,4423,2340.58,7604.95,1.89,1.72,3.25
2026-03-03,Guarenas,196,197,117.73,7604.95,1.67,38.6,64.6
2026-03-03,Maracaibo,97,90,68.53,7604.95,1.31,84.5,110.98
2026-03-03,Maracay,0,,,7604.95,,,
2026-03-03,Margarita,149,157,101.99,7604.95,1.54,48.44,74.57
2026-03-03,Puerto la cruz,275,306,165.41,7604.95,1.85,24.85,45.98
2026-03-03,San antonio,0,,,7604.95,,,
2026-03-03,San cristobal,0,,,7604.95,,,
2026-03-03,Test_merida,0,,,7604.95,,,
2026-03-03,Valencia,274,271,157.45,7604.95,1.72,28.06,48.3
2026-03-04,Barquisimeto,385,389,196.34,7305.64,1.98,18.78,37.21
2026-03-04,Cabimas,0,,,7305.64,,,
2026-03-04,Caracas,4355,4452,2584.45,7305.64,1.72,1.64,2.83
2026-03-04,Guarenas,199,185,125.64,7305.64,1.47,39.49,58.15
2026-03-04,Maracaibo,89,87,66.42,7305.64,1.31,83.97,109.98
2026-03-04,Maracay,0,,,7305.64,,,
2026-03-04,Margarita,145,137,93.88,7305.64,1.46,53.33,77.82
2026-03-04,Puerto la cruz,283,243,154.33,7305.64,1.57,30.06,47.34
2026-03-04,San antonio,0,,,7305.64,,,
2026-03-04,San cristobal,0,,,7305.64,,,
2026-03-04,Test_merida,0,,,7305.64,,,
2026-03-04,Valencia,283,270,155.27,7305.64,1.74,27.06,47.05
2026-03-05,Barquisimeto,399,405,199.94,7554.3,2.03,18.65,37.78
2026-03-05,Cabimas,0,,,7554.3,,,
2026-03-05,Caracas,5004,4690,2853.54,7554.3,1.64,1.61,2.65
2026-03-05,Guarenas,203,192,113.51,7554.3,1.69,39.35,66.55
2026-03-05,Maracaibo,86,96,70.17,7554.3,1.37,78.69,107.66
2026-03-05,Maracay,0,,,7554.3,,,
2026-03-05,Margarita,155,153,98.45,7554.3,1.55,49.37,76.73
2026-03-05,Puerto la cruz,291,244,155.43,7554.3,1.57,30.96,48.6
2026-03-05,San antonio,0,,,7554.3,,,
2026-03-05,San cristobal,0,,,7554.3,,,
2026-03-05,Test_merida,0,,,7554.3,,,
2026-03-05,Valencia,291,241,154.07,7554.3,1.56,31.35,49.03
2026-03-06,Barquisimeto,475,469,225.49,9807.43,2.08,20.91,43.49
2026-03-06,Cabimas,0,,,9807.43,,,
2026-03-06,Caracas,6221,6332,3265.05,9807.43,1.94,1.55,3.0
2026-03-06,Guarenas,278,262,156.42,9807.43,1.67,37.43,62.7
2026-03-06,Maracaibo,98,94,67.5,9807.43,1.39,104.33,145.29
2026-03-06,Maracay,0,,,9807.43,,,
2026-03-06,Margarita,175,175,113.27,9807.43,1.55,56.04,86.59
2026-03-06,Puerto la cruz,340,336,188.9,9807.43,1.78,29.19,51.92
2026-03-06,San antonio,0,,,9807.43,,,
2026-03-06,San cristobal,0,,,9807.43,,,
2026-03-06,Test_merida,0,,,9807.43,,,
2026-03-06,Valencia,359,302,199.65,9807.43,1.51,32.47,49.12
2026-03-07,Barquisimeto,486,342,247.65,7843.19,1.38,22.93,31.67
2026-03-07,Cabimas,0,,,7843.19,,,
2026-03-07,Caracas,5526,4729,3223.65,7843.19,1.47,1.66,2.43
2026-03-07,Guarenas,275,245,145.07,7843.19,1.69,32.01,54.07
2026-03-07,Maracaibo,93,69,64.24,7843.19,1.07,113.67,122.1
2026-03-07,Maracay,0,,,7843.19,,,
2026-03-07,Margarita,169,139,101.52,7843.19,1.37,56.43,77.26
2026-03-07,Puerto la cruz,339,306,190.61,7843.19,1.61,25.63,41.15
2026-03-07,San antonio,0,,,7843.19,,,
2026-03-07,San cristobal,0,,,7843.19,,,
2026-03-07,Test_merida,0,,,7843.19,,,
2026-03-07,Valencia,344,250,173.79,7843.19,1.44,31.37,45.13
2026-03-08,Barquisimeto,382,399,255.71,8938.11,1.56,22.4,34.95
2026-03-08,Cabimas,0,,,8938.11,,,
2026-03-08,Caracas,5041,5457,2997.46,8938.11,1.82,1.64,2.98
2026-03-08,Guarenas,249,277,155.88,8938.11,1.78,32.27,57.34
2026-03-08,Maracaibo,91,79,60.59,8938.11,1.3,113.14,147.52
2026-03-08,Maracay,0,,,8938.11,,,
2026-03-08,Margarita,161,173,107.52,8938.11,1.61,51.67,83.13
2026-03-08,Puerto la cruz,300,312,186.52,8938.11,1.67,28.65,47.92
2026-03-08,San antonio,0,,,8938.11,,,
2026-03-08,San cristobal,0,,,8938.11,,,
2026-03-08,Test_merida,0,,,8938.11,,,
2026-03-08,Valencia,315,295,173.7,8938.11,1.7,30.3,51.46
2026-03-09,Barquisimeto,361,317,179.82,6602.99,1.76,20.83,36.72
2026-03-09,Cabimas,0,,,6602.99,,,
2026-03-09,Caracas,4179,4067,2542.75,6602.99,1.6,1.62,2.6
2026-03-09,Guarenas,183,153,95.67,6602.99,1.6,43.16,69.02
2026-03-09,Maracaibo,86,96,56.46,6602.99,1.7,68.78,116.95
2026-03-09,Maracay,0,,,6602.99,,,
2026-03-09,Margarita,146,127,88.29,6602.99,1.44,51.99,74.79
2026-03-09,Puerto la cruz,277,256,160.34,6602.99,1.6,25.79,41.18
2026-03-09,San antonio,0,,,6602.99,,,
2026-03-09,San cristobal,0,,,6602.99,,,
2026-03-09,Test_merida,0,,,6602.99,,,
2026-03-09,Valencia,261,221,134.48,6602.99,1.64,29.88,49.1
2026-03-10,Barquisimeto,378,395,193.49,7066.09,2.04,17.89,36.52
2026-03-10,Cabimas,0,,,7066.09,,,
2026-03-10,Caracas,4301,4132,2592.54,7066.09,1.59,1.71,2.73
2026-03-10,Guarenas,189,177,108.95,7066.09,1.62,39.92,64.86
2026-03-10,Maracaibo,96,100,58.27,7066.09,1.72,70.66,121.26
2026-03-10,Maracay,0,,,7066.09,,,
2026-03-10,Margarita,149,154,100.85,7066.09,1.53,45.88,70.06
2026-03-10,Puerto la cruz,289,254,167.27,7066.09,1.52,27.82,42.24
2026-03-10,San antonio,0,,,7066.09,,,
2026-03-10,San cristobal,0,,,7066.09,,,
2026-03-10,Test_merida,0,,,7066.09,,,
2026-03-10,Valencia,290,242,149.78,7066.09,1.62,29.2,47.18
2026-03-11,Barquisimeto,376,368,184.31,7241.68,2.0,19.68,39.29
2026-03-11,Cabimas,0,,,7241.68,,,
2026-03-11,Caracas,4425,4439,2675.58,7241.68,1.66,1.63,2.71
2026-03-11,Guarenas,194,165,114.04,7241.68,1.45,43.89,63.5
2026-03-11,Maracaibo,96,107,61.08,7241.68,1.75,67.68,118.55
2026-03-11,Maracay,0,,,7241.68,,,
2026-03-11,Margarita,150,164,101.5,7241.68,1.62,44.16,71.35
2026-03-11,Puerto la cruz,290,272,168.78,7241.68,1.61,26.62,42.91
2026-03-11,San antonio,0,,,7241.68,,,
2026-03-11,San cristobal,0,,,7241.68,,,
2026-03-11,Test_merida,0,,,7241.68,,,
2026-03-11,Valencia,299,278,147.58,7241.68,1.88,26.05,49.07
2026-03-12,Barquisimeto,410,373,173.47,7682.31,2.15,20.6,44.29
2026-03-12,Cabimas,0,,,7682.31,,,
2026-03-12,Caracas,4844,4834,2807.06,7682.31,1.72,1.59,2.74
2026-03-12,Guarenas,198,169,112.3,7682.31,1.5,45.46,68.41
2026-03-12,Maracaibo,115,87,63.95,7682.31,1.36,88.3,120.12
2026-03-12,Maracay,0,,,7682.31,,,
2026-03-12,Margarita,160,151,102.39,7682.31,1.47,50.88,75.03
2026-03-12,Puerto la cruz,318,271,167.03,7682.31,1.62,28.35,45.99
2026-03-12,San antonio,0,,,7682.31,,,
2026-03-12,San cristobal,0,,,7682.31,,,
2026-03-12,Test_merida,0,,,7682.31,,,
2026-03-12,Valencia,313,279,147.27,7682.31,1.89,27.54,52.16
2026-03-13,Barquisimeto,491,483,240.1,10414.16,2.01,21.56,43.37
2026-03-13,Cabimas,0,,,10414.16,,,
2026-03-13,Caracas,7075,6717,3548.26,10414.16,1.89,1.55,2.94
2026-03-13,Guarenas,327,297,175.88,10414.16,1.69,35.06,59.21
2026-03-13,Maracaibo,144,94,77.57,10414.16,1.21,110.79,134.26
2026-03-13,Maracay,0,,,10414.16,,,
2026-03-13,Margarita,191,187,110.84,10414.16,1.69,55.69,93.96
2026-03-13,Puerto la cruz,382,367,217.18,10414.16,1.69,28.38,47.95
2026-03-13,San antonio,0,,,10414.16,,,
2026-03-13,San cristobal,0,,,10414.16,,,
2026-03-13,Test_merida,0,,,10414.16,,,
2026-03-13,Valencia,370,359,190.07,10414.16,1.89,29.01,54.79
2026-03-14,Barquisimeto,496,488,244.3,10455.36,2.0,21.42,42.8
2026-03-14,Cabimas,0,,,10455.36,,,
2026-03-14,Caracas,6181,6436,3459.53,10455.36,1.86,1.62,3.02
2026-03-14,Guarenas,331,321,173.18,10455.36,1.85,32.57,60.37
2026-03-14,Maracaibo,115,94,57.71,10455.36,1.63,111.23,181.18
2026-03-14,Maracay,0,,,10455.36,,,
2026-03-14,Margarita,170,187,110.71,10455.36,1.69,55.91,94.44
2026-03-14,Puerto la cruz,380,401,204.26,10455.36,1.96,26.07,51.19
2026-03-14,San antonio,0,,,10455.36,,,
2026-03-14,San cristobal,0,,,10455.36,,,
2026-03-14,Test_merida,0,,,10455.36,,,
2026-03-14,Valencia,340,321,175.81,10455.36,1.83,32.57,59.47
2026-03-15,Barquisimeto,419,420,256.53,9542.81,1.64,22.72,37.2
2026-03-15,Cabimas,0,,,9542.81,,,
2026-03-15,Caracas,5622,5928,3014.35,9542.81,1.97,1.61,3.17
2026-03-15,Guarenas,288,259,153.81,9542.81,1.68,36.84,62.04
2026-03-15,Maracaibo,101,95,57.94,9542.81,1.64,100.45,164.7
2026-03-15,Maracay,0,,,9542.81,,,
2026-03-15,Margarita,169,181,108.09,9542.81,1.67,52.72,88.29
2026-03-15,Puerto la cruz,326,318,176.02,9542.81,1.81,30.01,54.21
2026-03-15,San antonio,0,,,9542.81,,,
2026-03-15,San cristobal,0,,,9542.81,,,
2026-03-15,Test_merida,0,,,9542.81,,,
2026-03-15,Valencia,322,304,177.54,9542.81,1.71,31.39,53.75
2026-03-16,Barquisimeto,368,471,267.39,8456.29,1.76,17.95,31.63
2026-03-16,Cabimas,0,,,8456.29,,,
2026-03-16,Caracas,4599,4644,2279.81,8456.29,2.04,1.82,3.71
2026-03-16,Guarenas,187,173,101.41,8456.29,1.71,48.88,83.38
2026-03-16,Maracaibo,100,107,62.01,8456.29,1.73,79.03,136.38
2026-03-16,Maracay,0,0,,8456.29,,,
2026-03-16,Margarita,156,168,104.42,8456.29,1.61,50.34,80.99
2026-03-16,Puerto la cruz,282,261,166.6,8456.29,1.57,32.4,50.76
2026-03-16,San antonio,0,,,8456.29,,,
2026-03-16,San cristobal,0,,,8456.29,,,
2026-03-16,Test_merida,0,,,8456.29,,,
2026-03-16,Valencia,267,269,144.36,8456.29,1.86,31.44,58.58
2026-03-17,Barquisimeto,416,441,217.46,8757.56,2.03,19.86,40.27
2026-03-17,Cabimas,0,,,8757.56,,,
2026-03-17,Caracas,4702,4873,2599.4,8757.56,1.87,1.8,3.37
2026-03-17,Guarenas,208,217,120.25,8757.56,1.8,40.36,72.83
2026-03-17,Maracaibo,104,90,53.82,8757.56,1.67,97.31,162.71
2026-03-17,Maracay,0,1,1.74,8757.56,0.57,8757.56,5025.06
2026-03-17,Margarita,171,163,104.18,8757.56,1.56,53.73,84.06
2026-03-17,Puerto la cruz,303,352,177.28,8757.56,1.99,24.88,49.4
2026-03-17,San antonio,0,,,8757.56,,,
2026-03-17,San cristobal,0,,,8757.56,,,
2026-03-17,Test_merida,0,,,8757.56,,,
2026-03-17,Valencia,288,299,155.63,8757.56,1.92,29.29,56.27
2026-03-18,Barquisimeto,412,448,223.34,8007.33,2.01,17.87,35.85
2026-03-18,Cabimas,0,,,8007.33,,,
2026-03-18,Caracas,4927,4760,2808.71,8007.33,1.69,1.68,2.85
2026-03-18,Guarenas,207,218,142.41,8007.33,1.53,36.73,56.23
2026-03-18,Maracaibo,105,94,62.79,8007.33,1.5,85.18,127.53
2026-03-18,Maracay,0,26,192.04,8007.33,0.14,307.97,41.7
2026-03-18,Margarita,164,164,123.16,8007.33,1.33,48.83,65.02
2026-03-18,Puerto la cruz,294,305,171.87,8007.33,1.77,26.25,46.59
2026-03-18,San antonio,0,,,8007.33,,,
2026-03-18,San cristobal,0,,,8007.33,,,
2026-03-18,Test_merida,0,,,8007.33,,,
2026-03-18,Valencia,282,282,193.77,8007.33,1.46,28.39,41.32
2026-03-19,Barquisimeto,433,435,198.99,7721.9,2.19,17.75,38.81
2026-03-19,Cabimas,0,,,7721.9,,,
2026-03-19,Caracas,4916,4669,2686.28,7721.9,1.74,1.65,2.87
2026-03-19,Guarenas,215,203,112.51,7721.9,1.8,38.04,68.63
2026-03-19,Maracaibo,115,75,54.53,7721.9,1.38,102.96,141.62
2026-03-19,Maracay,0,9,184.84,7721.9,0.05,857.99,41.78
2026-03-19,Margarita,167,157,105.39,7721.9,1.49,49.18,73.27
2026-03-19,Puerto la cruz,318,275,160.31,7721.9,1.72,28.08,48.17
2026-03-19,San antonio,0,,,7721.9,,,
2026-03-19,San cristobal,0,,,7721.9,,,
2026-03-19,Test_merida,0,,,7721.9,,,
2026-03-19,Valencia,301,265,150.79,7721.9,1.76,29.14,51.21
2026-03-20,Barquisimeto,502,504,241.95,9920.33,2.08,19.68,41.0
2026-03-20,Cabimas,0,,,9920.33,,,
2026-03-20,Caracas,6796,6122,3358.84,9920.33,1.82,1.62,2.95
2026-03-20,Guarenas,330,236,164.14,9920.33,1.44,42.04,60.44
2026-03-20,Maracaibo,138,107,81.37,9920.33,1.31,92.71,121.92
2026-03-20,Maracay,0,34,189.01,9920.33,0.18,291.77,52.49
2026-03-20,Margarita,199,176,122.93,9920.33,1.43,56.37,80.7
2026-03-20,Puerto la cruz,388,324,185.6,9920.33,1.75,30.62,53.45
2026-03-20,San antonio,0,,,9920.33,,,
2026-03-20,San cristobal,0,,,9920.33,,,
2026-03-20,Test_merida,0,,,9920.33,,,
2026-03-20,Valencia,365,296,183.27,9920.33,1.62,33.51,54.13
2026-03-21,Barquisimeto,495,476,246.41,10158.02,1.93,21.34,41.22
2026-03-21,Cabimas,0,,,10158.02,,,
2026-03-21,Caracas,6174,6022,3395.72,10158.02,1.77,1.69,2.99
2026-03-21,Guarenas,318,318,166.25,10158.02,1.91,31.94,61.1
2026-03-21,Maracaibo,101,69,59.5,10158.02,1.16,147.22,170.73
2026-03-21,Maracay,0,30,158.23,10158.02,0.19,338.6,64.2
2026-03-21,Margarita,179,191,112.55,10158.02,1.7,53.18,90.26
2026-03-21,Puerto la cruz,381,367,189.99,10158.02,1.93,27.68,53.46
2026-03-21,San antonio,0,,,10158.02,,,
2026-03-21,San cristobal,0,,,10158.02,,,
2026-03-21,Test_merida,0,,,10158.02,,,
2026-03-21,Valencia,346,351,178.26,10158.02,1.97,28.94,56.98
2026-03-22,Barquisimeto,437,407,233.41,9137.22,1.74,22.45,39.15
2026-03-22,Cabimas,0,,,9137.22,,,
2026-03-22,Caracas,5840,5601,2874.45,9137.22,1.95,1.63,3.18
2026-03-22,Guarenas,289,280,149.57,9137.22,1.87,32.63,61.09
2026-03-22,Maracaibo,98,100,49.91,9137.22,2.0,91.37,183.08
2026-03-22,Maracay,0,32,120.89,9137.22,0.26,285.54,75.59
2026-03-22,Margarita,183,173,105.91,9137.22,1.63,52.82,86.27
2026-03-22,Puerto la cruz,342,271,156.66,9137.22,1.73,33.72,58.32
2026-03-22,San antonio,0,,,9137.22,,,
2026-03-22,San cristobal,0,,,9137.22,,,
2026-03-22,Test_merida,0,,,9137.22,,,
2026-03-22,Valencia,325,269,157.83,9137.22,1.7,33.97,57.89
2026-03-23,Barquisimeto,465,385,244.19,7021.27,1.58,18.24,28.75
2026-03-23,Cabimas,0,,,7021.27,,,
2026-03-23,Caracas,4677,4214,2832.71,7021.27,1.49,1.67,2.48
2026-03-23,Guarenas,185,172,99.33,7021.27,1.73,40.82,70.69
2026-03-23,Maracaibo,101,90,63.18,7021.27,1.42,78.01,111.13
2026-03-23,Maracay,7,18,108.26,7021.27,0.17,390.07,64.86
2026-03-23,Margarita,164,147,99.76,7021.27,1.47,47.76,70.38
2026-03-23,Puerto la cruz,276,253,148.65,7021.27,1.7,27.75,47.23
2026-03-23,San antonio,0,,,7021.27,,,
2026-03-23,San cristobal,0,,,7021.27,,,
2026-03-23,Test_merida,0,,,7021.27,,,
2026-03-23,Valencia,271,253,138.48,7021.27,1.83,27.75,50.7
2026-03-24,Barquisimeto,428,424,204.78,7266.71,2.07,17.14,35.49
2026-03-24,Cabimas,0,,,7266.71,,,
2026-03-24,Caracas,4732,4160,2588.79,7266.71,1.61,1.75,2.81
2026-03-24,Guarenas,206,180,113.25,7266.71,1.59,40.37,64.16
2026-03-24,Maracaibo,98,85,62.24,7266.71,1.37,85.49,116.75
2026-03-24,Maracay,8,29,136.01,7266.71,0.21,250.58,53.43
2026-03-24,Margarita,171,125,98.03,7266.71,1.28,58.13,74.13
2026-03-24,Puerto la cruz,312,260,169.49,7266.71,1.53,27.95,42.87
2026-03-24,San antonio,0,,,7266.71,,,
2026-03-24,San cristobal,0,,,7266.71,,,
2026-03-24,Test_merida,0,,,7266.71,,,
2026-03-24,Valencia,290,282,154.21,7266.71,1.83,25.77,47.12
2026-03-25,Barquisimeto,449,422,198.47,7717.49,2.13,18.29,38.88
2026-03-25,Cabimas,0,,,7717.49,,,
2026-03-25,Caracas,4904,4695,2714.22,7717.49,1.73,1.64,2.84
2026-03-25,Guarenas,211,201,114.81,7717.49,1.75,38.4,67.22
2026-03-25,Maracaibo,108,105,65.11,7717.49,1.61,73.5,118.53
2026-03-25,Maracay,18,25,115.91,7717.49,0.22,308.7,66.58
2026-03-25,Margarita,166,153,92.21,7717.49,1.66,50.44,83.7
2026-03-25,Puerto la cruz,291,250,152.99,7717.49,1.63,30.87,50.44
2026-03-25,San antonio,0,,,7717.49,,,
2026-03-25,San cristobal,0,,,7717.49,,,
2026-03-25,Test_merida,0,,,7717.49,,,
